filename,truelabel,transform_lists,asr
ILSVRC2012_val_00008509.JPEG,38,14_10_4_15,0.600000024
ILSVRC2012_val_00014317.JPEG,39,14_10_4_15,0.300000012
ILSVRC2012_val_00049116.JPEG,40,5_6_4_2,0.5
ILSVRC2012_val_00006764.JPEG,41,5_6_4_2,0
ILSVRC2012_val_00040115.JPEG,42,5_6_4_2,1
ILSVRC2012_val_00003124.JPEG,43,5_6_4_2,0.899999976
ILSVRC2012_val_00019170.JPEG,44,5_6_4_2,0.800000012
ILSVRC2012_val_00018179.JPEG,45,13_9_15_6,1
ILSVRC2012_val_00039203.JPEG,46,13_9_15_6,0.899999976
ILSVRC2012_val_00021092.JPEG,47,13_9_15_6,0.899999976
ILSVRC2012_val_00042124.JPEG,48,13_9_15_6,0.699999988
ILSVRC2012_val_00023759.JPEG,49,13_9_15_6,1
ILSVRC2012_val_00046615.JPEG,50,6_5_17_15,0.800000012
ILSVRC2012_val_00046649.JPEG,51,6_5_17_15,0.899999976
ILSVRC2012_val_00008654.JPEG,52,6_5_17_15,0.699999988
ILSVRC2012_val_00013215.JPEG,53,6_5_17_15,1
ILSVRC2012_val_00041293.JPEG,54,6_5_17_15,1
ILSVRC2012_val_00021750.JPEG,55,18_16_18_14,0
ILSVRC2012_val_00027897.JPEG,56,18_16_18_14,0.300000012
ILSVRC2012_val_00044086.JPEG,57,18_16_18_14,0.100000001
ILSVRC2012_val_00003268.JPEG,58,18_16_18_14,0.100000001
ILSVRC2012_val_00011037.JPEG,59,18_16_18_14,0
ILSVRC2012_val_00025544.JPEG,60,6_11_4_8,1
ILSVRC2012_val_00018456.JPEG,61,6_11_4_8,0.800000012
ILSVRC2012_val_00049162.JPEG,62,6_11_4_8,0.899999976
ILSVRC2012_val_00013725.JPEG,63,6_11_4_8,1
ILSVRC2012_val_00046039.JPEG,64,6_11_4_8,0.899999976
ILSVRC2012_val_00033242.JPEG,65,4_18_15_5,0
ILSVRC2012_val_00017531.JPEG,66,4_18_15_5,0.300000012
ILSVRC2012_val_00048750.JPEG,67,4_18_15_5,0
ILSVRC2012_val_00020632.JPEG,68,4_18_15_5,0.400000006
ILSVRC2012_val_00029487.JPEG,69,4_18_15_5,0
ILSVRC2012_val_00008919.JPEG,70,10_3_5_4,0.899999976
ILSVRC2012_val_00012429.JPEG,71,10_3_5_4,1
ILSVRC2012_val_00002041.JPEG,72,10_3_5_4,0.600000024
ILSVRC2012_val_00019989.JPEG,73,10_3_5_4,1
ILSVRC2012_val_00039370.JPEG,74,10_3_5_4,1
ILSVRC2012_val_00022508.JPEG,75,20_18_7_1,0
ILSVRC2012_val_00006549.JPEG,76,20_18_7_1,0
ILSVRC2012_val_00042578.JPEG,77,20_18_7_1,0.200000003
ILSVRC2012_val_00037297.JPEG,78,20_18_7_1,0
ILSVRC2012_val_00023476.JPEG,79,20_18_7_1,0.100000001
ILSVRC2012_val_00028545.JPEG,80,14_18_2_15,0
ILSVRC2012_val_00028167.JPEG,81,14_18_2_15,0
ILSVRC2012_val_00033503.JPEG,82,14_18_2_15,0
ILSVRC2012_val_00006469.JPEG,83,14_18_2_15,0
ILSVRC2012_val_00037892.JPEG,84,14_18_2_15,0
ILSVRC2012_val_00036874.JPEG,85,1_10_5_3,0.5
ILSVRC2012_val_00011399.JPEG,86,1_10_5_3,0.600000024
ILSVRC2012_val_00036287.JPEG,87,1_10_5_3,0
ILSVRC2012_val_00036744.JPEG,88,1_10_5_3,0.5
ILSVRC2012_val_00002467.JPEG,89,1_10_5_3,0.300000012
ILSVRC2012_val_00043415.JPEG,90,20_15_20_3,0
ILSVRC2012_val_00044108.JPEG,91,20_15_20_3,0
ILSVRC2012_val_00026420.JPEG,92,20_15_20_3,0
ILSVRC2012_val_00008626.JPEG,93,20_15_20_3,0.100000001
ILSVRC2012_val_00048749.JPEG,94,20_15_20_3,0
ILSVRC2012_val_00033281.JPEG,95,18_18_2_2,0.300000012
ILSVRC2012_val_00019884.JPEG,96,18_18_2_2,0.5
ILSVRC2012_val_00040897.JPEG,97,18_18_2_2,0.600000024
ILSVRC2012_val_00037710.JPEG,98,18_18_2_2,0.200000003
ILSVRC2012_val_00033257.JPEG,99,18_18_2_2,1
ILSVRC2012_val_00013564.JPEG,100,5_11_3_18,0.200000003
ILSVRC2012_val_00012976.JPEG,101,5_11_3_18,0.100000001
ILSVRC2012_val_00049107.JPEG,102,5_11_3_18,0
ILSVRC2012_val_00042448.JPEG,103,5_11_3_18,0.899999976
ILSVRC2012_val_00022693.JPEG,104,5_11_3_18,0.899999976
ILSVRC2012_val_00018026.JPEG,105,16_4_13_10,0.400000006
ILSVRC2012_val_00033576.JPEG,106,16_4_13_10,0.899999976
ILSVRC2012_val_00003419.JPEG,107,16_4_13_10,0.600000024
ILSVRC2012_val_00032313.JPEG,108,16_4_13_10,0.100000001
ILSVRC2012_val_00049157.JPEG,109,16_4_13_10,0.800000012
ILSVRC2012_val_00042155.JPEG,110,3_1_16_18,0.300000012
ILSVRC2012_val_00047978.JPEG,111,3_1_16_18,0.200000003
ILSVRC2012_val_00012788.JPEG,112,3_1_16_18,0.100000001
ILSVRC2012_val_00012418.JPEG,113,3_1_16_18,0
ILSVRC2012_val_00004691.JPEG,114,3_1_16_18,0.300000012
ILSVRC2012_val_00022321.JPEG,115,16_11_17_13,0.899999976
ILSVRC2012_val_00000703.JPEG,116,16_11_17_13,0.5
ILSVRC2012_val_00037579.JPEG,117,16_11_17_13,0.899999976
ILSVRC2012_val_00040789.JPEG,118,16_11_17_13,0.400000006
ILSVRC2012_val_00020816.JPEG,119,16_11_17_13,1
ILSVRC2012_val_00010412.JPEG,120,17_13_5_3,0.400000006
ILSVRC2012_val_00014715.JPEG,121,17_13_5_3,0.400000006
ILSVRC2012_val_00000111.JPEG,122,17_13_5_3,0.899999976
ILSVRC2012_val_00014753.JPEG,123,17_13_5_3,0.800000012
ILSVRC2012_val_00022260.JPEG,124,17_13_5_3,0.800000012
ILSVRC2012_val_00014751.JPEG,125,20_12_9_11,0.400000006
ILSVRC2012_val_00034806.JPEG,126,20_12_9_11,0.699999988
ILSVRC2012_val_00048606.JPEG,127,20_12_9_11,0.200000003
ILSVRC2012_val_00001387.JPEG,128,20_12_9_11,0
ILSVRC2012_val_00037552.JPEG,129,20_12_9_11,0.600000024
ILSVRC2012_val_00036500.JPEG,130,5_19_15_15,0.100000001
ILSVRC2012_val_00026416.JPEG,131,5_19_15_15,1
ILSVRC2012_val_00020875.JPEG,132,5_19_15_15,0.600000024
ILSVRC2012_val_00006339.JPEG,133,5_19_15_15,0.899999976
ILSVRC2012_val_00006050.JPEG,134,5_19_15_15,0.200000003
ILSVRC2012_val_00021124.JPEG,135,8_14_17_20,0.200000003
ILSVRC2012_val_00030662.JPEG,136,8_14_17_20,0.300000012
ILSVRC2012_val_00021339.JPEG,137,8_14_17_20,0.100000001
ILSVRC2012_val_00038069.JPEG,138,8_14_17_20,0.100000001
ILSVRC2012_val_00010988.JPEG,139,8_14_17_20,0.600000024
ILSVRC2012_val_00009198.JPEG,140,2_3_4_1,0.899999976
ILSVRC2012_val_00006580.JPEG,141,2_3_4_1,0
ILSVRC2012_val_00020804.JPEG,142,2_3_4_1,0.100000001
ILSVRC2012_val_00011052.JPEG,143,2_3_4_1,0.300000012
ILSVRC2012_val_00018800.JPEG,144,2_3_4_1,0
ILSVRC2012_val_00017789.JPEG,145,14_9_19_10,0.5
ILSVRC2012_val_00022688.JPEG,146,14_9_19_10,0.5
ILSVRC2012_val_00028770.JPEG,147,14_9_19_10,0.899999976
ILSVRC2012_val_00003275.JPEG,148,14_9_19_10,0.600000024
ILSVRC2012_val_00024932.JPEG,149,14_9_19_10,1
ILSVRC2012_val_00032540.JPEG,150,7_4_14_18,0.200000003
ILSVRC2012_val_00038157.JPEG,151,7_4_14_18,0.100000001
ILSVRC2012_val_00009247.JPEG,152,7_4_14_18,0.100000001
ILSVRC2012_val_00016841.JPEG,153,7_4_14_18,0.200000003
ILSVRC2012_val_00045155.JPEG,154,7_4_14_18,0
ILSVRC2012_val_00004359.JPEG,155,20_6_4_15,0.300000012
ILSVRC2012_val_00020031.JPEG,156,20_6_4_15,0.5
ILSVRC2012_val_00018573.JPEG,157,20_6_4_15,0.300000012
ILSVRC2012_val_00024053.JPEG,158,20_6_4_15,0.699999988
ILSVRC2012_val_00027669.JPEG,159,20_6_4_15,0.100000001
ILSVRC2012_val_00042972.JPEG,160,18_2_16_3,0
ILSVRC2012_val_00003922.JPEG,161,18_2_16_3,0
ILSVRC2012_val_00023357.JPEG,162,18_2_16_3,0
ILSVRC2012_val_00039540.JPEG,163,18_2_16_3,0.100000001
ILSVRC2012_val_00011878.JPEG,164,18_2_16_3,0
ILSVRC2012_val_00029973.JPEG,165,4_11_15_18,0.899999976
ILSVRC2012_val_00042394.JPEG,166,4_11_15_18,0.899999976
ILSVRC2012_val_00043391.JPEG,167,4_11_15_18,0.5
ILSVRC2012_val_00020739.JPEG,168,4_11_15_18,0.300000012
ILSVRC2012_val_00033651.JPEG,169,4_11_15_18,0.100000001
ILSVRC2012_val_00006627.JPEG,170,10_14_14_14,1
ILSVRC2012_val_00034184.JPEG,171,10_14_14_14,0.800000012
ILSVRC2012_val_00023285.JPEG,172,10_14_14_14,0.899999976
ILSVRC2012_val_00017684.JPEG,173,10_14_14_14,0.899999976
ILSVRC2012_val_00010665.JPEG,174,10_14_14_14,0.800000012
ILSVRC2012_val_00007446.JPEG,175,6_11_16_20,1
ILSVRC2012_val_00000300.JPEG,176,6_11_16_20,0.699999988
ILSVRC2012_val_00024335.JPEG,177,6_11_16_20,0.400000006
ILSVRC2012_val_00040809.JPEG,178,6_11_16_20,0.300000012
ILSVRC2012_val_00027428.JPEG,179,6_11_16_20,1
ILSVRC2012_val_00008303.JPEG,180,17_11_1_9,0.800000012
ILSVRC2012_val_00004060.JPEG,181,17_11_1_9,0.400000006
ILSVRC2012_val_00020865.JPEG,182,17_11_1_9,0.600000024
ILSVRC2012_val_00020700.JPEG,183,17_11_1_9,0.899999976
ILSVRC2012_val_00015923.JPEG,184,17_11_1_9,0.800000012
ILSVRC2012_val_00033965.JPEG,185,4_19_11_20,1
ILSVRC2012_val_00045518.JPEG,186,4_19_11_20,0.300000012
ILSVRC2012_val_00010584.JPEG,187,4_19_11_20,0.600000024
ILSVRC2012_val_00023303.JPEG,188,4_19_11_20,0
ILSVRC2012_val_00037393.JPEG,189,4_19_11_20,0.400000006
ILSVRC2012_val_00002176.JPEG,190,20_12_13_13,0
ILSVRC2012_val_00010070.JPEG,191,20_12_13_13,0.899999976
ILSVRC2012_val_00042833.JPEG,192,20_12_13_13,0.600000024
ILSVRC2012_val_00013756.JPEG,193,20_12_13_13,0.899999976
ILSVRC2012_val_00046705.JPEG,194,20_12_13_13,0.699999988
ILSVRC2012_val_00033295.JPEG,195,6_10_11_9,1
ILSVRC2012_val_00023774.JPEG,196,6_10_11_9,0.600000024
ILSVRC2012_val_00032524.JPEG,197,6_10_11_9,1
ILSVRC2012_val_00006178.JPEG,198,6_10_11_9,1
ILSVRC2012_val_00013424.JPEG,199,6_10_11_9,1
ILSVRC2012_val_00044819.JPEG,200,2_6_4_20,0.699999988
ILSVRC2012_val_00024329.JPEG,201,2_6_4_20,0.400000006
ILSVRC2012_val_00007366.JPEG,202,2_6_4_20,0.899999976
ILSVRC2012_val_00039699.JPEG,203,2_6_4_20,0.5
ILSVRC2012_val_00003377.JPEG,204,2_6_4_20,1
ILSVRC2012_val_00036887.JPEG,205,9_19_18_12,0
ILSVRC2012_val_00012952.JPEG,206,9_19_18_12,0.100000001
ILSVRC2012_val_00029751.JPEG,207,9_19_18_12,0
ILSVRC2012_val_00033820.JPEG,208,9_19_18_12,0.200000003
ILSVRC2012_val_00002559.JPEG,209,9_19_18_12,0
ILSVRC2012_val_00017036.JPEG,210,15_15_13_8,1
ILSVRC2012_val_00041393.JPEG,211,15_15_13_8,0.200000003
ILSVRC2012_val_00016108.JPEG,212,15_15_13_8,1
ILSVRC2012_val_00008282.JPEG,213,15_15_13_8,1
ILSVRC2012_val_00024179.JPEG,214,15_15_13_8,0.899999976
ILSVRC2012_val_00027846.JPEG,215,2_15_16_16,1
ILSVRC2012_val_00021360.JPEG,216,2_15_16_16,0.899999976
ILSVRC2012_val_00004553.JPEG,217,2_15_16_16,1
ILSVRC2012_val_00025704.JPEG,218,2_15_16_16,0.899999976
ILSVRC2012_val_00008119.JPEG,219,2_15_16_16,1
ILSVRC2012_val_00025181.JPEG,220,3_3_6_1,0.699999988
ILSVRC2012_val_00042627.JPEG,221,3_3_6_1,1
ILSVRC2012_val_00024363.JPEG,222,3_3_6_1,0.699999988
ILSVRC2012_val_00029036.JPEG,223,3_3_6_1,0.800000012
ILSVRC2012_val_00037580.JPEG,224,3_3_6_1,0.699999988
ILSVRC2012_val_00013763.JPEG,225,18_6_10_20,0
ILSVRC2012_val_00048530.JPEG,226,18_6_10_20,0
ILSVRC2012_val_00007762.JPEG,227,18_6_10_20,0.200000003
ILSVRC2012_val_00032738.JPEG,228,18_6_10_20,0
ILSVRC2012_val_00017560.JPEG,229,18_6_10_20,0
ILSVRC2012_val_00048859.JPEG,230,4_1_17_17,0.899999976
ILSVRC2012_val_00046974.JPEG,231,4_1_17_17,0.300000012
ILSVRC2012_val_00003303.JPEG,232,4_1_17_17,0.600000024
ILSVRC2012_val_00000847.JPEG,233,4_1_17_17,1
ILSVRC2012_val_00014320.JPEG,234,4_1_17_17,0.899999976
ILSVRC2012_val_00032995.JPEG,235,17_17_19_8,0.699999988
ILSVRC2012_val_00016401.JPEG,236,17_17_19_8,0.800000012
ILSVRC2012_val_00007539.JPEG,237,17_17_19_8,0.400000006
ILSVRC2012_val_00049498.JPEG,238,17_17_19_8,0.300000012
ILSVRC2012_val_00035665.JPEG,239,17_17_19_8,0.899999976
ILSVRC2012_val_00040952.JPEG,240,20_12_10_16,0
ILSVRC2012_val_00042390.JPEG,241,20_12_10_16,0.100000001
ILSVRC2012_val_00046048.JPEG,242,20_12_10_16,0.600000024
ILSVRC2012_val_00035569.JPEG,243,20_12_10_16,0.100000001
ILSVRC2012_val_00039687.JPEG,244,20_12_10_16,0.300000012
ILSVRC2012_val_00049730.JPEG,245,5_16_7_16,0.100000001
ILSVRC2012_val_00042206.JPEG,246,5_16_7_16,0.400000006
ILSVRC2012_val_00033703.JPEG,247,5_16_7_16,0.899999976
ILSVRC2012_val_00010011.JPEG,248,5_16_7_16,0.400000006
ILSVRC2012_val_00014398.JPEG,249,5_16_7_16,0.5
ILSVRC2012_val_00023437.JPEG,250,7_16_9_5,0.400000006
ILSVRC2012_val_00025903.JPEG,251,7_16_9_5,0.600000024
ILSVRC2012_val_00003851.JPEG,252,7_16_9_5,0.800000012
ILSVRC2012_val_00030364.JPEG,253,7_16_9_5,1
ILSVRC2012_val_00030603.JPEG,254,7_16_9_5,0.400000006
ILSVRC2012_val_00002635.JPEG,255,3_4_20_5,0.100000001
ILSVRC2012_val_00014151.JPEG,256,3_4_20_5,0.100000001
ILSVRC2012_val_00029490.JPEG,257,3_4_20_5,0.200000003
ILSVRC2012_val_00023884.JPEG,258,3_4_20_5,0.400000006
ILSVRC2012_val_00038989.JPEG,259,3_4_20_5,0.800000012
ILSVRC2012_val_00033250.JPEG,260,10_14_8_15,0.800000012
ILSVRC2012_val_00047918.JPEG,261,10_14_8_15,0.899999976
ILSVRC2012_val_00029157.JPEG,262,10_14_8_15,0.899999976
ILSVRC2012_val_00045593.JPEG,263,10_14_8_15,0.899999976
ILSVRC2012_val_00027124.JPEG,264,10_14_8_15,0.899999976
ILSVRC2012_val_00036458.JPEG,265,20_6_12_13,1
ILSVRC2012_val_00047119.JPEG,266,20_6_12_13,0.5
ILSVRC2012_val_00018934.JPEG,267,20_6_12_13,1
ILSVRC2012_val_00014928.JPEG,268,20_6_12_13,0
ILSVRC2012_val_00011188.JPEG,269,20_6_12_13,0.300000012
ILSVRC2012_val_00002948.JPEG,270,9_16_1_12,0.5
ILSVRC2012_val_00046849.JPEG,271,9_16_1_12,0.100000001
ILSVRC2012_val_00045318.JPEG,272,9_16_1_12,0.800000012
ILSVRC2012_val_00030055.JPEG,273,9_16_1_12,0.899999976
ILSVRC2012_val_00004746.JPEG,274,9_16_1_12,1
ILSVRC2012_val_00037949.JPEG,275,7_7_7_11,0.5
ILSVRC2012_val_00048181.JPEG,276,7_7_7_11,0.200000003
ILSVRC2012_val_00025207.JPEG,277,7_7_7_11,0.200000003
ILSVRC2012_val_00046145.JPEG,278,7_7_7_11,0.5
ILSVRC2012_val_00033625.JPEG,279,7_7_7_11,0.899999976
ILSVRC2012_val_00011811.JPEG,280,14_18_14_19,0
ILSVRC2012_val_00010711.JPEG,281,14_18_14_19,0
ILSVRC2012_val_00047925.JPEG,282,14_18_14_19,0.400000006
ILSVRC2012_val_00024500.JPEG,283,14_18_14_19,0
ILSVRC2012_val_00036290.JPEG,284,14_18_14_19,0
ILSVRC2012_val_00023871.JPEG,285,13_14_2_6,0.699999988
ILSVRC2012_val_00011732.JPEG,286,13_14_2_6,1
ILSVRC2012_val_00030530.JPEG,287,13_14_2_6,0.600000024
ILSVRC2012_val_00013002.JPEG,288,13_14_2_6,0.600000024
ILSVRC2012_val_00032712.JPEG,289,13_14_2_6,0.699999988
ILSVRC2012_val_00048716.JPEG,290,5_4_14_1,0.600000024
ILSVRC2012_val_00040607.JPEG,291,5_4_14_1,0.800000012
ILSVRC2012_val_00018437.JPEG,292,5_4_14_1,0.5
ILSVRC2012_val_00041645.JPEG,293,5_4_14_1,0.899999976
ILSVRC2012_val_00011967.JPEG,294,5_4_14_1,0.800000012
ILSVRC2012_val_00016621.JPEG,295,18_12_6_16,0.400000006
ILSVRC2012_val_00019930.JPEG,296,18_12_6_16,0
ILSVRC2012_val_00014529.JPEG,297,18_12_6_16,0
ILSVRC2012_val_00016810.JPEG,298,18_12_6_16,0
ILSVRC2012_val_00033142.JPEG,299,18_12_6_16,0.300000012
ILSVRC2012_val_00040348.JPEG,300,8_4_19_16,0.200000003
ILSVRC2012_val_00027954.JPEG,301,8_4_19_16,0.5
ILSVRC2012_val_00005891.JPEG,302,8_4_19_16,0.100000001
ILSVRC2012_val_00017552.JPEG,303,8_4_19_16,0.800000012
ILSVRC2012_val_00031036.JPEG,304,8_4_19_16,0.600000024
ILSVRC2012_val_00010678.JPEG,305,13_16_2_7,0.100000001
ILSVRC2012_val_00048326.JPEG,306,13_16_2_7,0.300000012
ILSVRC2012_val_00013078.JPEG,307,13_16_2_7,0.100000001
ILSVRC2012_val_00039130.JPEG,308,13_16_2_7,0.899999976
ILSVRC2012_val_00032624.JPEG,309,13_16_2_7,0.800000012
ILSVRC2012_val_00011617.JPEG,310,12_13_12_8,1
ILSVRC2012_val_00046054.JPEG,311,12_13_12_8,0.600000024
ILSVRC2012_val_00018365.JPEG,312,12_13_12_8,1
ILSVRC2012_val_00014572.JPEG,313,12_13_12_8,1
ILSVRC2012_val_00020454.JPEG,314,12_13_12_8,0.400000006
ILSVRC2012_val_00023230.JPEG,315,18_2_15_19,0
ILSVRC2012_val_00018161.JPEG,316,18_2_15_19,0
ILSVRC2012_val_00035295.JPEG,317,18_2_15_19,0
ILSVRC2012_val_00048423.JPEG,318,18_2_15_19,0
ILSVRC2012_val_00017556.JPEG,319,18_2_15_19,0
ILSVRC2012_val_00014038.JPEG,320,4_1_13_8,1
ILSVRC2012_val_00047722.JPEG,321,4_1_13_8,1
ILSVRC2012_val_00048001.JPEG,322,4_1_13_8,0.100000001
ILSVRC2012_val_00019869.JPEG,323,4_1_13_8,0
ILSVRC2012_val_00034175.JPEG,324,4_1_13_8,0.300000012
ILSVRC2012_val_00013558.JPEG,325,13_11_12_8,0.100000001
ILSVRC2012_val_00010102.JPEG,326,13_11_12_8,0.699999988
ILSVRC2012_val_00027930.JPEG,327,13_11_12_8,0
ILSVRC2012_val_00048422.JPEG,328,13_11_12_8,0.800000012
ILSVRC2012_val_00021501.JPEG,329,13_11_12_8,0.899999976
ILSVRC2012_val_00040884.JPEG,330,12_20_13_7,0.100000001
ILSVRC2012_val_00033347.JPEG,331,12_20_13_7,0
ILSVRC2012_val_00029767.JPEG,332,12_20_13_7,0.300000012
ILSVRC2012_val_00042043.JPEG,333,12_20_13_7,0
ILSVRC2012_val_00038065.JPEG,334,12_20_13_7,0
ILSVRC2012_val_00035136.JPEG,335,12_14_19_2,0.800000012
ILSVRC2012_val_00009972.JPEG,336,12_14_19_2,0.200000003
ILSVRC2012_val_00003292.JPEG,337,12_14_19_2,0.600000024
ILSVRC2012_val_00003035.JPEG,338,12_14_19_2,0.800000012
ILSVRC2012_val_00029082.JPEG,339,12_14_19_2,0
ILSVRC2012_val_00005604.JPEG,340,4_15_19_2,0
ILSVRC2012_val_00031236.JPEG,341,4_15_19_2,0.800000012
ILSVRC2012_val_00045758.JPEG,342,4_15_19_2,1
ILSVRC2012_val_00011043.JPEG,343,4_15_19_2,1
ILSVRC2012_val_00016426.JPEG,344,4_15_19_2,0.600000024
ILSVRC2012_val_00026120.JPEG,345,11_20_10_16,0.600000024
ILSVRC2012_val_00042208.JPEG,346,11_20_10_16,0.899999976
ILSVRC2012_val_00014395.JPEG,347,11_20_10_16,0.800000012
ILSVRC2012_val_00023655.JPEG,348,11_20_10_16,0.100000001
ILSVRC2012_val_00032956.JPEG,349,11_20_10_16,0.600000024
ILSVRC2012_val_00041622.JPEG,350,15_9_2_2,0.5
ILSVRC2012_val_00021796.JPEG,351,15_9_2_2,0.300000012
ILSVRC2012_val_00037295.JPEG,352,15_9_2_2,0.899999976
ILSVRC2012_val_00020949.JPEG,353,15_9_2_2,0.400000006
ILSVRC2012_val_00016586.JPEG,354,15_9_2_2,0.300000012
ILSVRC2012_val_00018496.JPEG,355,17_6_8_16,0.800000012
ILSVRC2012_val_00038150.JPEG,356,17_6_8_16,0.899999976
ILSVRC2012_val_00029734.JPEG,357,17_6_8_16,1
ILSVRC2012_val_00031370.JPEG,358,17_6_8_16,0.899999976
ILSVRC2012_val_00033362.JPEG,359,17_6_8_16,0.400000006
ILSVRC2012_val_00030612.JPEG,360,8_20_8_4,0.899999976
ILSVRC2012_val_00036461.JPEG,361,8_20_8_4,0.5
ILSVRC2012_val_00013425.JPEG,362,8_20_8_4,0.699999988
ILSVRC2012_val_00040090.JPEG,363,8_20_8_4,0
ILSVRC2012_val_00040703.JPEG,364,8_20_8_4,0.200000003
ILSVRC2012_val_00001535.JPEG,365,8_19_15_4,0.100000001
ILSVRC2012_val_00005565.JPEG,366,8_19_15_4,0.300000012
ILSVRC2012_val_00046703.JPEG,367,8_19_15_4,0.5
ILSVRC2012_val_00018962.JPEG,368,8_19_15_4,1
ILSVRC2012_val_00048035.JPEG,369,8_19_15_4,0.800000012
ILSVRC2012_val_00006791.JPEG,370,17_9_4_8,1
ILSVRC2012_val_00035879.JPEG,371,17_9_4_8,0.800000012
ILSVRC2012_val_00039253.JPEG,372,17_9_4_8,0.899999976
ILSVRC2012_val_00014402.JPEG,373,17_9_4_8,1
ILSVRC2012_val_00003187.JPEG,374,17_9_4_8,1
ILSVRC2012_val_00009645.JPEG,375,5_19_13_1,0.100000001
ILSVRC2012_val_00023802.JPEG,376,5_19_13_1,0.800000012
ILSVRC2012_val_00002936.JPEG,377,5_19_13_1,0.200000003
ILSVRC2012_val_00004458.JPEG,378,5_19_13_1,0.300000012
ILSVRC2012_val_00034985.JPEG,379,5_19_13_1,0.200000003
ILSVRC2012_val_00036851.JPEG,380,3_18_12_14,0
ILSVRC2012_val_00013420.JPEG,381,3_18_12_14,0.200000003
ILSVRC2012_val_00030667.JPEG,382,3_18_12_14,0.200000003
ILSVRC2012_val_00044050.JPEG,383,3_18_12_14,0
ILSVRC2012_val_00016556.JPEG,384,3_18_12_14,0.5
ILSVRC2012_val_00017867.JPEG,385,9_10_13_20,1
ILSVRC2012_val_00034562.JPEG,386,9_10_13_20,0.100000001
ILSVRC2012_val_00014423.JPEG,387,9_10_13_20,0.800000012
ILSVRC2012_val_00006543.JPEG,388,9_10_13_20,0
ILSVRC2012_val_00034312.JPEG,389,9_10_13_20,0.200000003
ILSVRC2012_val_00011544.JPEG,390,5_7_4_8,0.300000012
ILSVRC2012_val_00011228.JPEG,391,5_7_4_8,0.899999976
ILSVRC2012_val_00025871.JPEG,392,5_7_4_8,0.699999988
ILSVRC2012_val_00006366.JPEG,393,5_7_4_8,0.699999988
ILSVRC2012_val_00032979.JPEG,394,5_7_4_8,0.800000012
ILSVRC2012_val_00021699.JPEG,395,12_1_11_19,0.100000001
ILSVRC2012_val_00007738.JPEG,396,12_1_11_19,0
ILSVRC2012_val_00025174.JPEG,397,12_1_11_19,0.5
ILSVRC2012_val_00006038.JPEG,398,12_1_11_19,0.300000012
ILSVRC2012_val_00025346.JPEG,399,12_1_11_19,0.100000001
ILSVRC2012_val_00003289.JPEG,400,7_6_13_13,0.5
ILSVRC2012_val_00042605.JPEG,401,7_6_13_13,0
ILSVRC2012_val_00021282.JPEG,402,7_6_13_13,0.400000006
